Genomic_position,Tree1,Tree2,Diff_site,Support
570,-85.09720,-85.07680,-0.02040,Tree2
571,-95.29490,-95.33340,0.03850,Tree1
572,-96.17500,-96.19580,0.02080,Tree1
573,-90.31830,-90.31100,-0.00730,Tree2
574,-137.98900,-137.85699,-0.13200,Tree2
575,-120.60400,-120.62200,0.01800,Tree1
576,-60.52240,-60.45440,-0.06800,Tree2
577,-138.30000,-138.30701,0.00700,Tree1
578,-105.96800,-105.88400,-0.08400,Tree2
579,-129.56400,-129.40700,-0.15700,Tree2
580,-129.69400,-129.70599,0.01200,Tree1
581,-147.98199,-147.98500,0.00300,Tree1
582,-127.98200,-127.84100,-0.14100,Tree2
583,-114.71100,-114.71300,0.00200,Tree1
584,-148.97701,-148.84700,-0.13000,Tree2
585,-106.88700,-106.94000,0.05300,Tree1
586,-182.00000,-182.25400,0.25400,Tree1
587,-163.08400,-162.66800,-0.41600,Tree2
588,-142.77299,-142.90199,0.12900,Tree1
589,-157.69200,-157.19501,-0.49700,Tree2
590,-174.70300,-174.73700,0.03400,Tree1
591,-73.31530,-73.27470,-0.04060,Tree2
592,-150.15900,-150.12500,-0.03400,Tree2
593,-50.19250,-50.20830,0.01580,Tree1
594,-115.46900,-115.93800,0.46900,Tree1
595,-121.85000,-121.79800,-0.05200,Tree2
596,-76.28970,-76.33000,0.04030,Tree1
597,-56.35730,-56.37790,0.02060,Tree1
598,-125.45700,-125.41500,-0.04200,Tree2
599,-158.85800,-158.95300,0.09500,Tree1
600,-111.13000,-110.37000,-0.76000,Tree2
601,-140.37801,-140.31400,-0.06400,Tree2
602,-71.17200,-71.21220,0.04020,Tree1
603,-168.13300,-167.53300,-0.60000,Tree2
604,-159.68100,-159.61000,-0.07100,Tree2
605,-129.31100,-129.35300,0.04200,Tree1
606,-74.97780,-74.96990,-0.00790,Tree2
607,-126.11300,-125.98500,-0.12800,Tree2
608,-161.87199,-161.80099,-0.07100,Tree2
609,-48.53490,-48.56020,0.02530,Tree1
610,-68.85880,-69.15270,0.29390,Tree1
611,-122.40800,-122.39500,-0.01300,Tree2
612,-96.76170,-96.41840,-0.34330,Tree2
613,-147.62801,-147.53900,-0.08900,Tree2
614,-36.20090,-36.16420,-0.03670,Tree2
615,-90.06340,-85.81960,-4.24380,Tree2
616,-10.31820,-10.27600,-0.04220,Tree2
617,-22.92690,-22.90310,-0.02380,Tree2
618,-106.77000,-106.79400,0.02400,Tree1
619,-31.80270,-31.60690,-0.19580,Tree2
620,-146.21800,-146.44600,0.22800,Tree1
621,-135.32300,-135.13499,-0.18800,Tree2
622,-10.31820,-10.27600,-0.04220,Tree2
623,-74.59870,-74.40380,-0.19490,Tree2
624,-40.42150,-40.43910,0.01760,Tree1
625,-46.78950,-46.76090,-0.02860,Tree2
626,-110.18900,-109.93900,-0.25000,Tree2
627,-133.08099,-133.08299,0.00200,Tree1
628,-86.39650,-86.25220,-0.14430,Tree2
629,-79.13130,-79.14950,0.01820,Tree1
630,-148.25200,-148.98500,0.73300,Tree1
631,-75.34010,-75.34940,0.00930,Tree1
632,-186.28700,-186.27600,-0.01100,Tree2
633,-169.91400,-169.92900,0.01500,Tree1
634,-70.58500,-69.51020,-1.07480,Tree2
635,-120.21900,-120.19300,-0.02600,Tree2
636,-105.10900,-105.04500,-0.06400,Tree2
637,-117.34400,-117.32600,-0.01800,Tree2
638,-55.10350,-55.10980,0.00630,Tree1
639,-112.72400,-112.72800,0.00400,Tree1
640,-154.59801,-154.55200,-0.04600,Tree2
641,-152.10300,-152.09399,-0.00900,Tree2
642,-102.78500,-103.08100,0.29600,Tree1
643,-141.43401,-141.43201,-0.00200,Tree2
644,-40.59880,-40.59770,-0.00110,Tree2
645,-105.69900,-105.65700,-0.04200,Tree2
646,-161.23801,-161.07300,-0.16500,Tree2
647,-95.39500,-95.37980,-0.01520,Tree2
648,-139.52800,-139.39500,-0.13300,Tree2
649,-134.10400,-133.60300,-0.50100,Tree2
650,-151.71600,-151.72701,0.01100,Tree1
651,-23.61040,-23.59010,-0.02030,Tree2
652,-170.54100,-170.56400,0.02300,Tree1
653,-39.87150,-39.84160,-0.02990,Tree2
654,-106.73600,-106.72300,-0.01300,Tree2
655,-52.14260,-52.15240,0.00980,Tree1
656,-66.74610,-66.80420,0.05810,Tree1
657,-131.82600,-131.59000,-0.23600,Tree2
658,-83.54570,-83.58280,0.03710,Tree1
659,-48.52360,-48.50080,-0.02280,Tree2
660,-19.20620,-19.17720,-0.02900,Tree2
661,-96.64030,-96.59620,-0.04410,Tree2
662,-123.81000,-123.79900,-0.01100,Tree2
663,-54.16990,-54.16110,-0.00880,Tree2
664,-123.48100,-123.59100,0.11000,Tree1
665,-177.22400,-177.20100,-0.02300,Tree2
666,-111.55200,-111.49600,-0.05600,Tree2
667,-99.78700,-99.74970,-0.03730,Tree2
668,-144.42101,-144.40300,-0.01800,Tree2
669,-46.70740,-46.68910,-0.01830,Tree2
670,-85.60800,-85.53610,-0.07190,Tree2
671,-47.33710,-47.30490,-0.03220,Tree2
672,-137.35699,-136.29601,-1.06100,Tree2
673,-162.61501,-161.97301,-0.64200,Tree2
674,-91.96600,-92.03520,0.06920,Tree1
675,-118.30100,-118.29600,-0.00500,Tree2
676,-130.49800,-130.95399,0.45600,Tree1
677,-156.13200,-156.15800,0.02600,Tree1
678,-43.67000,-43.52710,-0.14290,Tree2
679,-152.10400,-152.03400,-0.07000,Tree2
680,-146.03500,-146.05099,0.01600,Tree1
681,-108.67200,-108.69800,0.02600,Tree1
682,-113.83400,-113.79900,-0.03500,Tree2
683,-154.27699,-154.57600,0.29900,Tree1
684,-91.96240,-91.86210,-0.10030,Tree2
685,-143.87199,-143.87000,-0.00200,Tree2
686,-127.70000,-127.20000,-0.50000,Tree2
687,-150.39600,-150.35400,-0.04200,Tree2
688,-167.26601,-167.48599,0.22000,Tree1
689,-156.07001,-156.03799,-0.03200,Tree2
690,-120.10500,-120.08700,-0.01800,Tree2
691,-118.68100,-116.73000,-1.95100,Tree2
692,-114.23700,-114.65300,0.41600,Tree1
693,-161.08000,-161.10800,0.02800,Tree1
694,-136.37199,-133.83701,-2.53500,Tree2
695,-167.38600,-165.89400,-1.49200,Tree2
696,-25.75920,-25.75530,-0.00390,Tree2
697,-141.25400,-141.24899,-0.00500,Tree2
698,-46.42280,-46.44360,0.02080,Tree1
699,-40.18230,-40.18440,0.00210,Tree1
700,-75.52650,-75.51970,-0.00680,Tree2
701,-173.37199,-174.31500,0.94300,Tree1
702,-169.01300,-169.13400,0.12100,Tree1
703,-86.46210,-86.42670,-0.03540,Tree2
704,-127.53800,-126.66400,-0.87400,Tree2
705,-82.52490,-82.51740,-0.00750,Tree2
706,-24.43720,-24.42170,-0.01550,Tree2
707,-122.08500,-121.91100,-0.17400,Tree2
708,-10.48800,-10.48210,-0.00590,Tree2
709,-131.33299,-131.40500,0.07200,Tree1
710,-122.35600,-122.33100,-0.02500,Tree2
711,-94.22770,-94.23020,0.00250,Tree1
712,-58.08000,-58.06730,-0.01270,Tree2
713,-117.20400,-118.06800,0.86400,Tree1
714,-129.51500,-129.20200,-0.31300,Tree2
715,-48.99620,-48.94750,-0.04870,Tree2
716,-63.94140,-63.94120,-0.00020,Tree2
717,-124.49800,-124.08500,-0.41300,Tree2
718,-103.48500,-103.37300,-0.11200,Tree2
719,-129.55701,-129.38200,-0.17500,Tree2
720,-126.01500,-124.43400,-1.58100,Tree2
721,-41.49640,-41.51170,0.01530,Tree1
722,-67.48720,-67.47710,-0.01010,Tree2
723,-82.89270,-82.90080,0.00810,Tree1
724,-124.31400,-124.24500,-0.06900,Tree2
725,-23.45160,-23.44600,-0.00560,Tree2
726,-36.05430,-36.05660,0.00230,Tree1
727,-129.26401,-131.65900,2.39500,Tree1
728,-116.98800,-116.92700,-0.06100,Tree2
729,-129.39900,-130.04900,0.65000,Tree1
730,-164.73000,-165.15900,0.42900,Tree1
731,-153.64000,-153.67500,0.03500,Tree1
732,-135.34700,-135.68900,0.34200,Tree1
733,-119.12800,-119.55400,0.42600,Tree1
734,-65.53160,-65.54260,0.01100,Tree1
735,-131.96400,-131.29900,-0.66500,Tree2
736,-56.60600,-56.61100,0.00500,Tree1
737,-76.35420,-76.30950,-0.04470,Tree2
738,-104.99300,-104.98000,-0.01300,Tree2
739,-137.28101,-137.21300,-0.06800,Tree2
740,-112.79200,-112.71300,-0.07900,Tree2
741,-8.66519,-8.66359,-0.00160,Tree2
742,-56.15290,-56.46130,0.30840,Tree1
743,-147.20700,-147.49001,0.28300,Tree1
744,-173.23900,-173.43600,0.19700,Tree1
745,-126.78000,-127.02600,0.24600,Tree1
746,-147.52901,-146.70300,-0.82600,Tree2
747,-118.18700,-118.28000,0.09300,Tree1
748,-161.37100,-161.19800,-0.17300,Tree2
749,-125.96700,-126.05000,0.08300,Tree1
750,-45.34870,-45.35590,0.00720,Tree1
751,-119.32900,-119.15300,-0.17600,Tree2
752,-76.11870,-77.02220,0.90350,Tree1
753,-116.80300,-116.13900,-0.66400,Tree2
754,-154.06599,-152.73399,-1.33200,Tree2
755,-73.01540,-73.02870,0.01330,Tree1
756,-36.53790,-36.33550,-0.20240,Tree2
757,-149.21001,-149.46700,0.25700,Tree1
758,-132.85201,-133.23700,0.38500,Tree1
759,-73.70140,-71.82660,-1.87480,Tree2
760,-104.46500,-104.71200,0.24700,Tree1
761,-65.47130,-66.09840,0.62710,Tree1
762,-149.37500,-149.51100,0.13600,Tree1
763,-125.11900,-124.16300,-0.95600,Tree2
764,-136.99100,-137.04401,0.05300,Tree1
765,-56.90620,-56.98340,0.07720,Tree1
766,-6.91638,-6.92139,0.00501,Tree1
767,-62.70570,-62.78670,0.08100,Tree1
768,-119.76100,-120.24100,0.48000,Tree1
769,-6.91638,-6.92139,0.00501,Tree1
770,-66.14080,-66.21460,0.07380,Tree1
771,-40.66820,-40.66280,-0.00540,Tree2
772,-78.93990,-78.76280,-0.17710,Tree2
773,-41.05950,-41.05050,-0.00900,Tree2
774,-106.73700,-106.73300,-0.00400,Tree2
775,-166.60699,-166.81400,0.20700,Tree1
776,-128.14000,-128.23399,0.09400,Tree1
777,-32.62730,-32.62020,-0.00710,Tree2
778,-132.24300,-128.71100,-3.53200,Tree2
779,-97.01230,-96.93910,-0.07320,Tree2
780,-6.91638,-6.92139,0.00501,Tree1
781,-17.33250,-17.33670,0.00420,Tree1
782,-56.57810,-58.67200,2.09390,Tree1
783,-6.91638,-6.92139,0.00501,Tree1
784,-83.65890,-83.60720,-0.05170,Tree2
785,-96.53470,-96.56050,0.02580,Tree1
786,-153.68600,-153.71899,0.03300,Tree1
787,-140.92599,-141.00500,0.07900,Tree1
788,-39.18440,-39.22140,0.03700,Tree1
789,-7.30101,-7.31180,0.01079,Tree1
790,-121.51400,-121.57500,0.06100,Tree1
791,-19.51000,-19.50910,-0.00090,Tree2
792,-102.34400,-102.47300,0.12900,Tree1
793,-91.88810,-92.17840,0.29030,Tree1
794,-103.71300,-103.94800,0.23500,Tree1
795,-136.17000,-136.59700,0.42700,Tree1
796,-103.01000,-102.81600,-0.19400,Tree2
797,-122.06300,-122.05400,-0.00900,Tree2
798,-124.48900,-125.49400,1.00500,Tree1
799,-98.37430,-98.00020,-0.37410,Tree2
800,-173.83600,-174.20900,0.37300,Tree1
801,-164.03300,-164.14900,0.11600,Tree1
802,-79.16020,-75.04480,-4.11540,Tree2
803,-76.94740,-77.19950,0.25210,Tree1
804,-70.99430,-71.18790,0.19360,Tree1
805,-84.96300,-84.90030,-0.06270,Tree2
806,-44.25220,-44.50080,0.24860,Tree1
807,-54.17090,-53.77560,-0.39530,Tree2
808,-156.40401,-156.75000,0.34600,Tree1
809,-105.05300,-104.64000,-0.41300,Tree2
810,-83.79000,-83.79810,0.00810,Tree1
811,-132.50000,-133.05299,0.55300,Tree1
812,-109.82500,-109.58300,-0.24200,Tree2
813,-20.00630,-20.40690,0.40060,Tree1
814,-190.83501,-190.68500,-0.15000,Tree2
815,-139.82001,-138.72301,-1.09700,Tree2
816,-54.37520,-53.65340,-0.72180,Tree2
817,-67.41710,-68.89400,1.47690,Tree1
818,-112.11900,-112.10800,-0.01100,Tree2
819,-111.13200,-111.04800,-0.08400,Tree2
820,-82.10390,-82.69450,0.59060,Tree1
821,-71.32260,-71.80770,0.48510,Tree1
822,-136.34300,-135.93600,-0.40700,Tree2
823,-149.47400,-149.58400,0.11000,Tree1
824,-172.61301,-172.35100,-0.26200,Tree2
825,-151.68300,-151.96100,0.27800,Tree1
826,-121.30000,-121.24900,-0.05100,Tree2
827,-84.14800,-85.12430,0.97630,Tree1
828,-150.61800,-151.12801,0.51000,Tree1
829,-168.95900,-169.18700,0.22800,Tree1
830,-38.91760,-39.23510,0.31750,Tree1
831,-93.32350,-93.83250,0.50900,Tree1
832,-45.84580,-46.04470,0.19890,Tree1
833,-50.63550,-49.76760,-0.86790,Tree2
834,-158.84599,-158.89900,0.05300,Tree1
835,-83.82250,-84.55820,0.73570,Tree1
836,-77.01320,-77.60650,0.59330,Tree1
837,-82.19420,-82.81380,0.61960,Tree1
838,-148.96100,-149.10699,0.14600,Tree1
839,-36.31260,-36.26620,-0.04640,Tree2
840,-76.30640,-75.84600,-0.46040,Tree2
841,-141.36400,-141.54100,0.17700,Tree1
842,-148.23199,-148.37601,0.14400,Tree1
843,-60.17820,-60.53250,0.35430,Tree1
844,-151.52400,-151.61301,0.08900,Tree1
845,-32.25770,-32.82200,0.56430,Tree1
846,-167.30600,-167.36000,0.05400,Tree1
847,-142.85400,-142.52499,-0.32900,Tree2
848,-133.40800,-133.57600,0.16800,Tree1
849,-143.18600,-143.39400,0.20800,Tree1
850,-208.83800,-208.60201,-0.23600,Tree2
851,-152.87399,-153.06900,0.19500,Tree1
852,-86.93380,-86.82260,-0.11120,Tree2
853,-164.55400,-162.80701,-1.74700,Tree2
854,-38.55240,-41.24200,2.68960,Tree1
855,-87.77440,-90.26960,2.49520,Tree1
856,-146.17000,-147.17900,1.00900,Tree1
857,-21.66500,-23.37790,1.71290,Tree1
858,-158.29601,-159.38300,1.08700,Tree1
859,-94.52960,-94.69230,0.16270,Tree1
860,-189.99699,-189.68300,-0.31400,Tree2
861,-174.80299,-174.84599,0.04300,Tree1
862,-174.39101,-174.42400,0.03300,Tree1
863,-199.28400,-199.04100,-0.24300,Tree2
864,-89.33900,-90.21790,0.87890,Tree1
865,-83.44620,-84.48070,1.03450,Tree1
866,-148.34300,-148.53101,0.18800,Tree1
867,-105.17800,-105.18500,0.00700,Tree1
868,-51.47740,-51.02250,-0.45490,Tree2
869,-66.05200,-65.32300,-0.72900,Tree2
870,-86.53900,-87.22010,0.68110,Tree1
871,-124.09500,-123.46300,-0.63200,Tree2
872,-32.53620,-32.49440,-0.04180,Tree2
873,-186.54500,-186.18900,-0.35600,Tree2
874,-14.96780,-15.59720,0.62940,Tree1
875,-107.16200,-107.99400,0.83200,Tree1
876,-77.44510,-76.98490,-0.46020,Tree2
877,-80.48620,-81.07110,0.58490,Tree1
878,-21.50300,-21.87700,0.37400,Tree1
879,-158.58900,-158.93201,0.34300,Tree1
880,-149.25900,-147.34500,-1.91400,Tree2
881,-162.74300,-163.07899,0.33600,Tree1
882,-62.75120,-62.01100,-0.74020,Tree2
883,-59.64460,-59.03420,-0.61040,Tree2
884,-169.69800,-169.82600,0.12800,Tree1
885,-112.28100,-112.11400,-0.16700,Tree2
886,-169.30299,-168.47501,-0.82800,Tree2
887,-21.55370,-22.37760,0.82390,Tree1
888,-166.46800,-166.21400,-0.25400,Tree2
889,-190.14000,-189.77299,-0.36700,Tree2
890,-25.96110,-25.77280,-0.18830,Tree2
891,-126.90900,-126.04700,-0.86200,Tree2
892,-182.81000,-183.03799,0.22800,Tree1
893,-92.94110,-93.11910,0.17800,Tree1
894,-80.48660,-79.60950,-0.87710,Tree2
895,-11.78360,-13.27550,1.49190,Tree1
896,-111.31500,-111.15600,-0.15900,Tree2
897,-110.40100,-110.40100,0.00000,Tree1
898,-15.24260,-16.51080,1.26820,Tree1
899,-126.20600,-125.53300,-0.67300,Tree2
900,-169.25900,-169.01601,-0.24300,Tree2
901,-31.02860,-30.86830,-0.16030,Tree2
902,-131.49100,-131.87500,0.38400,Tree1
903,-156.49100,-158.18700,1.69600,Tree1
904,-80.74550,-80.91460,0.16910,Tree1
905,-59.90380,-59.53670,-0.36710,Tree2
906,-138.44000,-138.41000,-0.03000,Tree2
907,-173.03000,-172.96800,-0.06200,Tree2
908,-160.51199,-161.23300,0.72100,Tree1
909,-158.27000,-158.11200,-0.15800,Tree2
910,-75.83340,-75.10810,-0.72530,Tree2
911,-129.76100,-128.99200,-0.76900,Tree2
912,-175.40500,-175.10100,-0.30400,Tree2
913,-177.44400,-177.36800,-0.07600,Tree2
914,-159.46100,-159.67200,0.21100,Tree1
915,-41.91070,-41.53650,-0.37420,Tree2
916,-57.99970,-57.44720,-0.55250,Tree2
917,-210.52499,-210.23700,-0.28800,Tree2
918,-85.10730,-84.96510,-0.14220,Tree2
919,-29.38590,-29.43010,0.04420,Tree1
920,-151.13400,-151.22200,0.08800,Tree1
921,-148.15700,-148.31300,0.15600,Tree1
922,-109.97300,-109.74200,-0.23100,Tree2
923,-52.15260,-51.58000,-0.57260,Tree2
924,-38.80460,-38.35170,-0.45290,Tree2
925,-72.56360,-72.98400,0.42040,Tree1
926,-192.63200,-192.64500,0.01300,Tree1
927,-49.28800,-48.90780,-0.38020,Tree2
928,-109.42700,-109.00900,-0.41800,Tree2
929,-89.90740,-89.37260,-0.53480,Tree2
930,-104.43600,-104.61600,0.18000,Tree1
931,-142.90700,-142.44600,-0.46100,Tree2
932,-133.30901,-134.06100,0.75200,Tree1
933,-56.65480,-56.59920,-0.05560,Tree2
934,-163.73100,-164.00301,0.27200,Tree1
935,-166.98000,-167.25000,0.27000,Tree1
936,-125.42300,-125.07100,-0.35200,Tree2
937,-115.86900,-115.17000,-0.69900,Tree2
938,-177.35100,-177.20599,-0.14500,Tree2
939,-156.71700,-156.81100,0.09400,Tree1
940,-190.42900,-190.03300,-0.39600,Tree2
941,-165.56400,-165.47501,-0.08900,Tree2
942,-148.45300,-148.41400,-0.03900,Tree2
943,-130.03000,-130.08200,0.05200,Tree1
944,-139.97600,-139.59399,-0.38200,Tree2
945,-147.48100,-147.49001,0.00900,Tree1
946,-20.77930,-20.89110,0.11180,Tree1
947,-159.70300,-158.63699,-1.06600,Tree2
948,-151.90100,-151.94600,0.04500,Tree1
949,-76.89610,-76.79360,-0.10250,Tree2
950,-100.34800,-100.36800,0.02000,Tree1
951,-34.38380,-34.77590,0.39210,Tree1
952,-64.21490,-66.78410,2.56920,Tree1
953,-125.54300,-125.82600,0.28300,Tree1
954,-165.44400,-165.50999,0.06600,Tree1
955,-82.90920,-82.81470,-0.09450,Tree2
956,-26.27650,-26.32000,0.04350,Tree1
957,-186.40900,-186.13600,-0.27300,Tree2
958,-154.04201,-153.96100,-0.08100,Tree2
959,-75.32330,-75.33880,0.01550,Tree1
960,-138.01801,-138.03101,0.01300,Tree1
961,-72.95520,-72.88500,-0.07020,Tree2
962,-176.83600,-177.50700,0.67100,Tree1
963,-90.89010,-90.97150,0.08140,Tree1
964,-43.31860,-43.33070,0.01210,Tree1
965,-175.87601,-175.88499,0.00900,Tree1
966,-173.09200,-173.16800,0.07600,Tree1
967,-169.33501,-169.75400,0.41900,Tree1
968,-115.12900,-115.48300,0.35400,Tree1
969,-131.60100,-131.69000,0.08900,Tree1
970,-118.96200,-118.97200,0.01000,Tree1
971,-109.33800,-109.37300,0.03500,Tree1
972,-100.90500,-100.89500,-0.01000,Tree2
973,-149.13499,-147.56900,-1.56600,Tree2
974,-86.12360,-86.17920,0.05560,Tree1
975,-14.73730,-14.79590,0.05860,Tree1
976,-43.15340,-43.13070,-0.02270,Tree2
977,-24.40330,-24.50540,0.10210,Tree1
978,-143.96300,-144.23300,0.27000,Tree1
979,-149.00400,-151.32100,2.31700,Tree1
980,-178.52000,-177.76401,-0.75600,Tree2
981,-180.01700,-179.90300,-0.11400,Tree2
982,-120.53500,-122.81500,2.28000,Tree1
983,-109.77400,-110.73100,0.95700,Tree1
984,-25.53830,-25.58380,0.04550,Tree1
985,-64.91670,-64.92350,0.00680,Tree1
986,-169.60300,-168.64000,-0.96300,Tree2
987,-142.51601,-142.45399,-0.06200,Tree2
988,-141.32001,-141.82899,0.50900,Tree1
989,-102.86400,-102.92000,0.05600,Tree1
990,-30.69880,-30.78080,0.08200,Tree1
991,-62.21230,-62.15220,-0.06010,Tree2
992,-146.79100,-147.16600,0.37500,Tree1
993,-46.70320,-46.68440,-0.01880,Tree2
994,-158.30099,-158.12399,-0.17700,Tree2
995,-118.05300,-118.00500,-0.04800,Tree2
996,-75.75410,-75.72160,-0.03250,Tree2
997,-143.08200,-143.04800,-0.03400,Tree2
998,-119.69700,-119.88600,0.18900,Tree1
999,-184.17400,-183.73199,-0.44200,Tree2
1000,-111.32400,-111.28900,-0.03500,Tree2
1001,-22.59210,-22.68140,0.08930,Tree1
1002,-105.49800,-105.47100,-0.02700,Tree2
1003,-125.41600,-126.22400,0.80800,Tree1
1004,-176.26300,-175.55099,-0.71200,Tree2
1005,-71.02050,-71.74580,0.72530,Tree1
1006,-101.87000,-101.81200,-0.05800,Tree2
1007,-178.20500,-178.44200,0.23700,Tree1
1008,-171.95500,-171.44800,-0.50700,Tree2
1009,-99.32030,-99.36610,0.04580,Tree1
1010,-192.50000,-191.88499,-0.61500,Tree2
1011,-105.58500,-105.85700,0.27200,Tree1
1012,-129.17999,-128.14900,-1.03100,Tree2
1013,-64.01760,-63.95090,-0.06670,Tree2
1014,-47.04910,-47.06730,0.01820,Tree1
1015,-56.97830,-56.93450,-0.04380,Tree2
1016,-163.58701,-163.53700,-0.05000,Tree2
1017,-155.36000,-155.29201,-0.06800,Tree2
1018,-118.35000,-118.34100,-0.00900,Tree2
1019,-118.83000,-118.99700,0.16700,Tree1
1020,-78.47320,-78.38340,-0.08980,Tree2
1021,-199.43700,-199.40900,-0.02800,Tree2
1022,-116.21200,-116.21600,0.00400,Tree1
1023,-105.88700,-105.89400,0.00700,Tree1
1024,-69.72390,-69.66530,-0.05860,Tree2
1025,-100.46700,-100.51000,0.04300,Tree1
1026,-25.90970,-25.94250,0.03280,Tree1
1027,-96.41120,-95.87830,-0.53290,Tree2
1028,-56.88140,-56.90200,0.02060,Tree1
1029,-14.76800,-14.89300,0.12500,Tree1
1030,-66.20820,-66.17220,-0.03600,Tree2
1031,-113.37000,-113.32700,-0.04300,Tree2
1032,-149.23000,-148.66000,-0.57000,Tree2
1033,-104.95200,-104.86000,-0.09200,Tree2
1034,-151.11000,-151.39400,0.28400,Tree1
1035,-151.72400,-152.25900,0.53500,Tree1
1036,-164.14200,-163.98700,-0.15500,Tree2
1037,-177.69400,-177.28000,-0.41400,Tree2
1038,-142.39799,-142.33200,-0.06600,Tree2
1039,-192.24400,-192.26100,0.01700,Tree1
1040,-60.70950,-60.68600,-0.02350,Tree2
1041,-40.29400,-40.36470,0.07070,Tree1
1042,-112.60400,-112.41100,-0.19300,Tree2
1043,-123.13900,-123.62600,0.48700,Tree1
1044,-143.39999,-143.41100,0.01100,Tree1
1045,-136.60500,-136.14500,-0.46000,Tree2
1046,-194.76199,-194.99600,0.23400,Tree1
1047,-151.47900,-151.94600,0.46700,Tree1
1048,-103.79100,-103.67900,-0.11200,Tree2
1049,-140.04601,-141.22400,1.17800,Tree1
1050,-109.86600,-109.52800,-0.33800,Tree2
1051,-219.62399,-219.51401,-0.11000,Tree2
1052,-132.33400,-132.28999,-0.04400,Tree2
1053,-190.38300,-189.29601,-1.08700,Tree2
1054,-195.47200,-194.82600,-0.64600,Tree2
1055,-81.54170,-81.46570,-0.07600,Tree2
1056,-173.04700,-173.21001,0.16300,Tree1
1057,-177.19299,-176.66299,-0.53000,Tree2
1058,-153.09200,-153.07700,-0.01500,Tree2
1059,-108.20700,-108.23500,0.02800,Tree1
1060,-117.39800,-117.37700,-0.02100,Tree2
1061,-204.22600,-203.91299,-0.31300,Tree2
1062,-184.63000,-184.21600,-0.41400,Tree2
1063,-35.17750,-35.21890,0.04140,Tree1
1064,-76.82010,-76.80560,-0.01450,Tree2
1065,-162.98801,-163.00200,0.01400,Tree1
1066,-90.30770,-90.10240,-0.20530,Tree2
1067,-66.30050,-66.18730,-0.11320,Tree2
1068,-205.59599,-205.36700,-0.22900,Tree2
1069,-149.10800,-149.12199,0.01400,Tree1
1070,-73.43050,-73.39120,-0.03930,Tree2
1071,-173.35100,-173.33200,-0.01900,Tree2
1072,-170.02699,-169.98399,-0.04300,Tree2
1073,-105.53300,-105.58300,0.05000,Tree1
1074,-138.35201,-138.35899,0.00700,Tree1
1075,-108.73000,-108.73400,0.00400,Tree1
1076,-93.52600,-93.53710,0.01110,Tree1
1077,-142.25101,-142.48399,0.23300,Tree1
1078,-132.06700,-131.54800,-0.51900,Tree2
1079,-68.12980,-68.10790,-0.02190,Tree2
1080,-99.96330,-100.00200,0.03870,Tree1
1081,-125.27300,-125.31900,0.04600,Tree1
1082,-99.39200,-99.44630,0.05430,Tree1
1083,-117.42600,-117.47200,0.04600,Tree1
1084,-39.12730,-39.18240,0.05510,Tree1
1085,-19.64480,-19.69440,0.04960,Tree1
1086,-88.28090,-88.21540,-0.06550,Tree2
1087,-80.49140,-80.42910,-0.06230,Tree2
1088,-147.14799,-147.14600,-0.00200,Tree2
1089,-118.25400,-118.24100,-0.01300,Tree2
1090,-140.26801,-140.23500,-0.03300,Tree2
1091,-119.35400,-120.81300,1.45900,Tree1
1092,-170.73199,-171.16499,0.43300,Tree1
1093,-176.64400,-177.20000,0.55600,Tree1
1094,-202.02200,-202.01700,-0.00500,Tree2
1095,-121.53800,-121.53400,-0.00400,Tree2
1096,-164.05800,-163.97701,-0.08100,Tree2
1097,-127.26900,-127.28900,0.02000,Tree1
1098,-147.72900,-146.99100,-0.73800,Tree2
1099,-62.01040,-61.95380,-0.05660,Tree2
1100,-108.83400,-108.43400,-0.40000,Tree2
1101,-110.42200,-110.29100,-0.13100,Tree2
1102,-153.63000,-153.42700,-0.20300,Tree2
1103,-139.21800,-139.18401,-0.03400,Tree2
1104,-183.12199,-182.88000,-0.24200,Tree2
1105,-126.51000,-126.43300,-0.07700,Tree2
1106,-113.24700,-113.24700,0.00000,Tree1
1107,-175.03999,-175.07201,0.03200,Tree1
1108,-136.64200,-136.64500,0.00300,Tree1
1109,-139.94901,-139.48300,-0.46600,Tree2
1110,-86.70440,-86.62750,-0.07690,Tree2
1111,-197.98399,-197.80901,-0.17500,Tree2
1112,-159.92700,-159.94200,0.01500,Tree1
1113,-185.69800,-185.73700,0.03900,Tree1
1114,-141.26500,-141.39600,0.13100,Tree1
1115,-172.94200,-172.91800,-0.02400,Tree2
1116,-123.75700,-123.68100,-0.07600,Tree2
1117,-133.44600,-133.37601,-0.07000,Tree2
1118,-170.46800,-170.79201,0.32400,Tree1
1119,-52.12850,-52.10270,-0.02580,Tree2
1120,-175.84200,-175.30200,-0.54000,Tree2
1121,-179.84399,-180.24300,0.39900,Tree1
1122,-134.13200,-134.14200,0.01000,Tree1
1123,-147.12700,-147.84300,0.71600,Tree1
1124,-97.89210,-98.40540,0.51330,Tree1
1125,-161.25700,-161.47900,0.22200,Tree1
1126,-139.19800,-139.43401,0.23600,Tree1
1127,-10.59080,-10.66600,0.07520,Tree1
1128,-170.89000,-170.92000,0.03000,Tree1
1129,-93.59990,-93.48500,-0.11490,Tree2
1130,-159.42700,-159.86000,0.43300,Tree1
1131,-33.54030,-33.56540,0.02510,Tree1
1132,-167.14000,-165.14700,-1.99300,Tree2
1133,-186.10699,-185.98500,-0.12200,Tree2
